Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adjusted Close
1980-12-12 00:00:00-05:00,0.0988344475626945,0.0992641387047857,0.0988344475626945,0.0988344475626945,469033600,0.0,0.0,0.0988344475626945
1980-12-15 00:00:00-05:00,0.0941079048881128,0.0941079048881128,0.0936782136559486,0.0936782136559486,175884800,0.0,0.0,0.0936782136559486
1980-12-16 00:00:00-05:00,0.0872321084553853,0.0872321084553853,0.0868024230003357,0.0868024230003357,105728000,0.0,0.0,0.0868024230003357
1980-12-17 00:00:00-05:00,0.0889508873224258,0.0893805786383306,0.0889508873224258,0.0889508873224258,86441600,0.0,0.0,0.0889508873224258
1980-12-18 00:00:00-05:00,0.091529756784439,0.0919594421951403,0.091529756784439,0.091529756784439,73449600,0.0,0.0,0.091529756784439
1980-12-19 00:00:00-05:00,0.0971157327294349,0.0975454240408106,0.0971157327294349,0.0971157327294349,48630400,0.0,0.0,0.0971157327294349
1980-12-22 00:00:00-05:00,0.1018423065543174,0.1022727666350707,0.1018423065543174,0.1018423065543174,37363200,0.0,0.0,0.1018423065543174
1980-12-23 00:00:00-05:00,0.1061399430036544,0.1065696342393539,0.1061399430036544,0.1061399430036544,46950400,0.0,0.0,0.1061399430036544
1980-12-24 00:00:00-05:00,0.1117259189486503,0.1121556102778248,0.1117259189486503,0.1117259189486503,48003200,0.0,0.0,0.1117259189486503
1980-12-26 00:00:00-05:00,0.1220391690731048,0.1224688602553525,0.1220391690731048,0.1220391690731048,55574400,0.0,0.0,0.1220391690731048
1980-12-29 00:00:00-05:00,0.123757928609848,0.1241876198139083,0.123757928609848,0.123757928609848,93161600,0.0,0.0,0.123757928609848
1980-12-30 00:00:00-05:00,0.1211797491928,0.1211797491928,0.1207500696182251,0.1207500696182251,68880000,0.0,0.0,0.1207500696182251
1980-12-31 00:00:00-05:00,0.1177423387563554,0.1177423387563554,0.1173126474022865,0.1173126474022865,35750400,0.0,0.0,0.1173126474022865
1981-01-02 00:00:00-05:00,0.1186017170548439,0.1194610998141744,0.1186017170548439,0.1186017170548439,21660800,0.0,0.0,0.1186017170548439
1981-01-05 00:00:00-05:00,0.1164532127339422,0.1164532127339422,0.1160235330462455,0.1160235330462455,35728000,0.0,0.0,0.1160235330462455
1981-01-06 00:00:00-05:00,0.1112961482466247,0.1112961482466247,0.1108664572238922,0.1108664572238922,45158400,0.0,0.0,0.1108664572238922
1981-01-07 00:00:00-05:00,0.1065696342393539,0.1065696342393539,0.1061399430036544,0.1061399430036544,55686400,0.0,0.0,0.1061399430036544
1981-01-08 00:00:00-05:00,0.1044212032023341,0.1044212032023341,0.1039915233850479,0.1039915233850479,39827200,0.0,0.0,0.1039915233850479
1981-01-09 00:00:00-05:00,0.1095774248242378,0.1100071159614498,0.1095774248242378,0.1095774248242378,21504000,0.0,0.0,0.1095774248242378
1981-01-12 00:00:00-05:00,0.1095774608415953,0.1095774608415953,0.1087180897593498,0.1087180897593498,23699200,0.0,0.0,0.1087180897593498
1981-01-13 00:00:00-05:00,0.105280564556388,0.105280564556388,0.1048508733510971,0.1048508733510971,23049600,0.0,0.0,0.1048508733510971
1981-01-14 00:00:00-05:00,0.1052805408835411,0.1057102319922139,0.1052805408835411,0.1052805408835411,14291200,0.0,0.0,0.1052805408835411
1981-01-15 00:00:00-05:00,0.1074290201067924,0.1082883911307072,0.1074290201067924,0.1074290201067924,14067200,0.0,0.0,0.1074290201067924
1981-01-16 00:00:00-05:00,0.1069993390793333,0.1069993390793333,0.1065696477890014,0.1065696477890014,13395200,0.0,0.0,0.1065696477890014
1981-01-19 00:00:00-05:00,0.1130149811506271,0.1134446724786195,0.1130149811506271,0.1130149811506271,41574400,0.0,0.0,0.1130149811506271
1981-01-20 00:00:00-05:00,0.1100071159614498,0.1100071159614498,0.1095774248242378,0.1095774248242378,30083200,0.0,0.0,0.1095774248242378
1981-01-21 00:00:00-05:00,0.1117259189486503,0.1125852901323463,0.1117259189486503,0.1117259189486503,15904000,0.0,0.0,0.1117259189486503
1981-01-22 00:00:00-05:00,0.1130149811506271,0.1138743638066119,0.1130149811506271,0.1130149811506271,35548800,0.0,0.0,0.1130149811506271
1981-01-23 00:00:00-05:00,0.1130149377258459,0.1134446288887341,0.1125852465629577,0.1125852465629577,11222400,0.0,0.0,0.1125852465629577
1981-01-26 00:00:00-05:00,0.1112961482466247,0.1112961482466247,0.1108664572238922,0.1108664572238922,24640000,0.0,0.0,0.1108664572238922
1981-01-27 00:00:00-05:00,0.1108665080247638,0.1108665080247638,0.1100071370601654,0.1100071370601654,23699200,0.0,0.0,0.1100071370601654
1981-01-28 00:00:00-05:00,0.1069993390793333,0.1069993390793333,0.1065696477890014,0.1065696477890014,28156800,0.0,0.0,0.1065696477890014
1981-01-29 00:00:00-05:00,0.1031321375603454,0.1031321375603454,0.1027024462819099,0.1027024462819099,43904000,0.0,0.0,0.1027024462819099
1981-01-30 00:00:00-05:00,0.0979751153521862,0.0979751153521862,0.0971157327294349,0.0971157327294349,46188800,0.0,0.0,0.0971157327294349
1981-02-02 00:00:00-05:00,0.0919594421951403,0.0919594421951403,0.091529756784439,0.091529756784439,23766400,0.0,0.0,0.091529756784439
1981-02-03 00:00:00-05:00,0.094967283308506,0.0953969688110069,0.094967283308506,0.094967283308506,19152000,0.0,0.0,0.094967283308506
1981-02-04 00:00:00-05:00,0.0984047949314117,0.098834474716907,0.0984047949314117,0.0984047949314117,27865600,0.0,0.0,0.0984047949314117
1981-02-05 00:00:00-05:00,0.0984047949314117,0.0992641659770534,0.0984047949314117,0.0984047949314117,7929600,0.0,0.0,0.0984047949314117
1981-02-06 00:00:00-05:00,0.0988344475626945,0.0992641387047857,0.0988344475626945,0.0988344475626945,13865600,0.0,0.0,0.0988344475626945
1981-02-09 00:00:00-05:00,0.0945375903829518,0.0945375903829518,0.0936782136559486,0.0936782136559486,16755200,0.0,0.0,0.0936782136559486
1981-02-10 00:00:00-05:00,0.0936782136559486,0.0941079048881128,0.0936782136559486,0.0936782136559486,18345600,0.0,0.0,0.0936782136559486
