Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09883444756269455,0.09926413870478572,0.09883444756269455,0.09883444756269455,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09410790488811285,0.09410790488811285,0.09367821365594864,0.09367821365594864,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.08723210845538532,0.08723210845538532,0.0868024230003357,0.0868024230003357,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.08895088732242584,0.08938057863833063,0.08895088732242584,0.08895088732242584,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09152975678443909,0.09195944219514036,0.09152975678443909,0.09152975678443909,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09711573272943497,0.09754542404081062,0.09711573272943497,0.09711573272943497,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10184230655431747,0.10227276663507072,0.10184230655431747,0.10184230655431747,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10613994300365448,0.10656963423935391,0.10613994300365448,0.10613994300365448,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11172591894865036,0.11215561027782482,0.11172591894865036,0.11172591894865036,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12203916907310486,0.12246886025535253,0.12203916907310486,0.12203916907310486,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12375792860984802,0.12418761981390837,0.12375792860984802,0.12375792860984802,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12117974919280004,0.12117974919280004,0.1207500696182251,0.1207500696182251,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11774233875635541,0.11774233875635541,0.11731264740228652,0.11731264740228653,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.1186017170548439,0.1194610998141744,0.1186017170548439,0.1186017170548439,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11645321273394225,0.11645321273394225,0.11602353304624557,0.11602353304624557,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.11129614824662479,0.11129614824662479,0.11086645722389221,0.11086645722389221,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10656963423935391,0.10656963423935391,0.10613994300365448,0.10613994300365448,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10442120320233411,0.10442120320233411,0.10399152338504791,0.10399152338504791,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.10957742482423782,0.11000711596144981,0.10957742482423782,0.10957742482423782,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.10957746084159534,0.10957746084159534,0.10871808975934981,0.10871808975934982,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10528056455638804,0.10528056455638804,0.1048508733510971,0.1048508733510971,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10528054088354111,0.1057102319922139,0.10528054088354111,0.10528054088354111,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10742902010679245,0.10828839113070722,0.10742902010679245,0.10742902010679245,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10699933907933337,0.10699933907933337,0.10656964778900146,0.10656964778900146,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11301498115062714,0.11344467247861957,0.11301498115062714,0.11301498115062714,41574400,0.0,0.0
1981-01-20 00:00:00-05:00,0.11000711596144981,0.11000711596144981,0.10957742482423782,0.10957742482423782,30083200,0.0,0.0
1981-01-21 00:00:00-05:00,0.11172591894865036,0.11258529013234633,0.11172591894865036,0.11172591894865036,15904000,0.0,0.0
1981-01-22 00:00:00-05:00,0.11301498115062714,0.11387436380661199,0.11301498115062714,0.11301498115062714,35548800,0.0,0.0
1981-01-23 00:00:00-05:00,0.11301493772584595,0.11344462888873415,0.11258524656295776,0.11258524656295776,11222400,0.0,0.0
1981-01-26 00:00:00-05:00,0.11129614824662479,0.11129614824662479,0.11086645722389221,0.11086645722389221,24640000,0.0,0.0
1981-01-27 00:00:00-05:00,0.11086650802476382,0.11086650802476382,0.11000713706016542,0.1100071370601654,23699200,0.0,0.0
1981-01-28 00:00:00-05:00,0.10699933907933337,0.10699933907933337,0.10656964778900146,0.10656964778900146,28156800,0.0,0.0
1981-01-29 00:00:00-05:00,0.10313213756034548,0.10313213756034548,0.10270244628190996,0.10270244628190994,43904000,0.0,0.0
1981-01-30 00:00:00-05:00,0.09797511535218628,0.09797511535218628,0.09711573272943497,0.09711573272943497,46188800,0.0,0.0
1981-02-02 00:00:00-05:00,0.09195944219514036,0.09195944219514036,0.09152975678443909,0.09152975678443909,23766400,0.0,0.0
1981-02-03 00:00:00-05:00,0.09496728330850601,0.0953969688110069,0.09496728330850601,0.09496728330850601,19152000,0.0,0.0
1981-02-04 00:00:00-05:00,0.09840479493141174,0.09883447471690705,0.09840479493141174,0.09840479493141174,27865600,0.0,0.0
1981-02-05 00:00:00-05:00,0.09840479493141174,0.09926416597705347,0.09840479493141174,0.09840479493141174,7929600,0.0,0.0
1981-02-06 00:00:00-05:00,0.09883444756269455,0.09926413870478572,0.09883444756269455,0.09883444756269455,13865600,0.0,0.0
1981-02-09 00:00:00-05:00,0.09453759038295188,0.09453759038295188,0.09367821365594864,0.09367821365594864,16755200,0.0,0.0
1981-02-10 00:00:00-05:00,0.09367821365594864,0.09410790488811285,0.09367821365594864,0.09367821365594864,18345600,0.0,0.0
1981-02-11 00:00:00-05:00,0.09110013727044607,0.09110013727044607,0.09067045152187347,0.09067045152187347,13843200,0.0,0.0
1981-02-12 00:00:00-05:00,0.09024071224961855,0.09024071224961855,0.08981025218963623,0.08981025218963623,14560000,0.0,0.0
1981-02-13 00:00:00-05:00,0.08852117944672681,0.08852117944672681,0.08766180276870728,0.08766180276870728,11155200,0.0,0.0
1981-02-17 00:00:00-05:00,0.08981025218963623,0.09024071224961855,0.08981025218963623,0.08981025218963623,12275200,0.0,0.0
1981-02-18 00:00:00-05:00,0.09367821365594864,0.09453759038295188,0.09367821365594864,0.09367821365594864,19241600,0.0,0.0
